Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,KNN,16,0.15422885572139303,0.15422885572139303,0.15422885572139303,0.186336314323413,0.11591687365142314,
CGAN,KNN,17,0.05555555555555555,0.07142857142857142,0.0625,0.186336314323413,0.11591687365142314,
CGAN,KNN,18,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.186336314323413,0.11591687365142314,
CGAN,KNN,19,0.17412935323383086,0.17412935323383086,0.17412935323383086,0.186336314323413,0.11591687365142314,
CGAN,KNN,20,0.19047619047619047,0.19900497512437812,0.19464720194647203,0.186336314323413,0.11591687365142314,
CGAN,KNN,21,0.16580310880829016,0.15920398009950248,0.16243654822335024,0.186336314323413,0.11591687365142314,
CGAN,KNN,22,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,KNN,23,0.07317073170731707,0.09782608695652174,0.08372093023255814,0.186336314323413,0.11591687365142314,
CGAN,KNN,24,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,KNN,25,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,KNN,26,0.03571428571428571,0.037037037037037035,0.03636363636363636,0.186336314323413,0.11591687365142314,
CGAN,KNN,27,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,KNN,28,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,KNN,29,0.0,0.0,0.0,0.186336314323413,0.11591687365142314,
CGAN,Naive Bayes,0,0.3649921507064364,0.775,0.49626467449306294,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,1,0.07879924953095685,0.21,0.1145975443383356,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,2,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,3,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,4,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,5,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
